file|string|en|es|zh|es_php|zh_php
tool_iomadmerge|suspenduser_setting_desc|If enabled, it suspends the old user automatically upon a succesful merging process, preventing the user from logging in Moodle (recommended). If disabled, the old user remains active. In both cases, old user will not have his/her related data.|Si está habilitada, suspende automáticamente al usuario anterior tras un proceso de fusión exitoso, impidiendo que inicie sesión en Moodle (recomendado). Si está deshabilitada, el usuario anterior permanece activo. En ambos casos, el usuario anterior no tendrá acceso a sus datos.|启用此功能后，合并成功后会自动暂停原用户的账号，阻止其登录 Moodle（推荐）。禁用此功能后，原用户账号将保持激活状态。无论启用还是禁用此功能，原用户都将丢失其相关数据。|$string['suspenduser_setting_desc'] = 'Si está habilitada, suspende automáticamente al usuario anterior tras un proceso de fusión exitoso, impidiendo que inicie sesión en Moodle (recomendado). Si está deshabilitada, el usuario anterior permanece activo. En ambos casos, el usuario anterior no tendrá acceso a sus datos.';|$string['suspenduser_setting_desc'] = '启用此功能后，合并成功后会自动暂停原用户的账号，阻止其登录 Moodle（推荐）。禁用此功能后，原用户账号将保持激活状态。无论启用还是禁用此功能，原用户都将丢失其相关数据。';
tool_iomadmerge|tableko|Table {$a} : update NOT OK!|Tabla {$a}: ¡actualización NO CORRECTA!|表 {$a}：更新失败！|$string['tableko'] = 'Tabla {$a}: ¡actualización NO CORRECTA!';|$string['tableko'] = '表 {$a}：更新失败！';
tool_iomadmerge|tableok|Table {$a} : update OK|Tabla {$a}: actualización correcta|表 {$a}：更新成功|$string['tableok'] = 'Tabla {$a}: actualización correcta';|$string['tableok'] = '表 {$a}：更新成功';
tool_iomadmerge|tableskipped|For logging or security reasons we are skipping <strong>{$a}</strong>. <br />To remove these entries, delete the old user once this script has run successfully.|Por motivos de registro o seguridad, omitimos <strong>{$a}</strong>. <br />Para eliminar estas entradas, elimine el usuario anterior una vez que este script se haya ejecutado correctamente.|出于日志记录或安全考虑，我们跳过了<strong>{$a}</strong>。<br />要删除这些条目，请在脚本成功运行后删除旧用户。|$string['tableskipped'] = 'Por motivos de registro o seguridad, omitimos <strong>{$a}</strong>. <br />Para eliminar estas entradas, elimine el usuario anterior una vez que este script se haya ejecutado correctamente.';|$string['tableskipped'] = '出于日志记录或安全考虑，我们跳过了<strong>{$a}</strong>。<br />要删除这些条目，请在脚本成功运行后删除旧用户。';
tool_iomadmerge|timetaken|Merge took {$a} seconds|La fusión tardó {$a} segundos|合并耗时 {$a} 秒|$string['timetaken'] = 'La fusión tardó {$a} segundos';|$string['timetaken'] = '合并耗时 {$a} 秒';
tool_iomadmerge|transactions_not_supported|For your information, your database <strong>does not supports transactions</strong>.|Para su información, su base de datos <strong>no admite transacciones</strong>.|请注意，您的数据库不支持事务。|$string['transactions_not_supported'] = 'Para su información, su base de datos <strong>no admite transacciones</strong>.';|$string['transactions_not_supported'] = '请注意，您的数据库不支持事务。';
tool_iomadmerge|transactions_setting|Only transactions allowed|Solo se permiten transacciones.|仅允许交易|$string['transactions_setting'] = 'Solo se permiten transacciones.';|$string['transactions_setting'] = '仅允许交易';
tool_iomadmerge|transactions_setting_desc|If enabled, merge users will not work at all on databases that do NOT support transactions (recommended). Enabling it is necessary to ensure that your database remains consistent in case of merging errors. <br />If disabled, you will always run merging actions. In case of errors, the merging log will show you what was the problem. Reporting it to the plugin supporters will give you a solution in short.<br />Above all, core Moodle tables and some third party plugins are already considered by this plugin. If you do not have any third party plugins in your Moodle installation, you can be quiet on running this plugin enabling or disabling this option.|Si está habilitada, la fusión de usuarios no funcionará en absoluto en bases de datos que NO admiten transacciones (recomendado). Habilitarla es necesario para garantizar que su base de datos permanezca consistente en caso de errores de fusión. <br />Si está deshabilitada, siempre ejecutará acciones de fusión. En caso de errores, el registro de fusión le mostrará cuál fue el problema. Informarlo a los soportes del complemento le dará una solución en breve.<br />Sobre todo, las tablas principales de Moodle y algunos complementos de terceros ya son considerados por este complemento. Si no tiene ningún complemento de terceros en su instalación de Moodle, puede estar tranquilo al ejecutar este complemento habilitando o deshabilitando esta opción.|启用此选项后，合并用户功能将无法在不支持事务的数据库上运行（推荐）。启用此选项可确保在合并错误的情况下数据库保持一致。<br />禁用此选项后，合并操作将始终执行。如果出现错误，合并日志将显示问题所在。将问题报告给插件支持人员即可快速获得解决方案。<br />此外，本插件已考虑了 Moodle 核心表和一些第三方插件。如果您的 Moodle 安装中没有任何第三方插件，则启用或禁用此选项都不会影响本插件的运行。|$string['transactions_setting_desc'] = 'Si está habilitada, la fusión de usuarios no funcionará en absoluto en bases de datos que NO admiten transacciones (recomendado). Habilitarla es necesario para garantizar que su base de datos permanezca consistente en caso de errores de fusión. <br />Si está deshabilitada, siempre ejecutará acciones de fusión. En caso de errores, el registro de fusión le mostrará cuál fue el problema. Informarlo a los soportes del complemento le dará una solución en breve.<br />Sobre todo, las tablas principales de Moodle y algunos complementos de terceros ya son considerados por este complemento. Si no tiene ningún complemento de terceros en su instalación de Moodle, puede estar tranquilo al ejecutar este complemento habilitando o deshabilitando esta opción.';|$string['transactions_setting_desc'] = '启用此选项后，合并用户功能将无法在不支持事务的数据库上运行（推荐）。启用此选项可确保在合并错误的情况下数据库保持一致。<br />禁用此选项后，合并操作将始终执行。如果出现错误，合并日志将显示问题所在。将问题报告给插件支持人员即可快速获得解决方案。<br />此外，本插件已考虑了 Moodle 核心表和一些第三方插件。如果您的 Moodle 安装中没有任何第三方插件，则启用或禁用此选项都不会影响本插件的运行。';
tool_iomadmerge|transactions_supported|For your information, your database <strong>supports transactions</strong>.|Para su información, su base de datos <strong>admite transacciones</strong>.|供您参考，您的数据库<strong>支持事务</strong>。|$string['transactions_supported'] = 'Para su información, su base de datos <strong>admite transacciones</strong>.';|$string['transactions_supported'] = '供您参考，您的数据库<strong>支持事务</strong>。';
tool_iomadmerge|uniquekeynewidtomaintain|Keep new user's data|Conservar los datos de los nuevos usuarios|保留新用户数据|$string['uniquekeynewidtomaintain'] = 'Conservar los datos de los nuevos usuarios';|$string['uniquekeynewidtomaintain'] = '保留新用户数据';
tool_iomadmerge|uniquekeynewidtomaintain_desc|In case of conflict, like when the user.id related column is a unique key, this plugin will keep data from new user (by default). This also means that data from old user is deleted to keep the consistence. Otherwise, if you uncheck this option, data from old user will be kept.|En caso de conflicto, como cuando la columna user.id contiene una clave única, este plugin conservará los datos del nuevo usuario (por defecto). Esto implica que los datos del usuario anterior se eliminarán para mantener la coherencia. Si desactiva esta opción, se conservarán los datos del usuario anterior.|如果出现冲突，例如当 user.id 相关列是唯一键时，此插件默认会保留新用户的数据。这意味着旧用户的数据将被删除以保持一致性。否则，如果您取消选中此选项，则会保留旧用户的数据。|$string['uniquekeynewidtomaintain_desc'] = 'En caso de conflicto, como cuando la columna user.id contiene una clave única, este plugin conservará los datos del nuevo usuario (por defecto). Esto implica que los datos del usuario anterior se eliminarán para mantener la coherencia. Si desactiva esta opción, se conservarán los datos del usuario anterior.';|$string['uniquekeynewidtomaintain_desc'] = '如果出现冲突，例如当 user.id 相关列是唯一键时，此插件默认会保留新用户的数据。这意味着旧用户的数据将被删除以保持一致性。否则，如果您取消选中此选项，则会保留旧用户的数据。';
tool_iomadmerge|usermergingheader|&laquo;{$a->username}&raquo; (user ID = {$a->id})|&laquo;{$a->username}&raquo; (ID de usuario = {$a->id})|&laquo;{$a->username}&raquo; (用户 ID = {$a->id})|$string['usermergingheader'] = '&laquo;{$a->username}&raquo; (ID de usuario = {$a->id})';|$string['usermergingheader'] = '&laquo;{$a->username}&raquo; (用户 ID = {$a->id})';
tool_iomadmerge|userreviewtable_legend|<b>Review users to merge</b>|<b>Revisar usuarios para fusionar</b>|<b>审核待合并用户</b>|$string['userreviewtable_legend'] = '<b>Revisar usuarios para fusionar</b>';|$string['userreviewtable_legend'] = '<b>审核待合并用户</b>';
tool_iomadmerge|userselecttable_legend|<b>Select users to merge</b>|<b>Seleccione los usuarios que desea fusionar</b>|<b>选择要合并的用户</b>|$string['userselecttable_legend'] = '<b>Seleccione los usuarios que desea fusionar</b>';|$string['userselecttable_legend'] = '<b>选择要合并的用户</b>';
tool_iomadmerge|viewlog|See merging logs|Consulte los registros de fusión.|查看合并日志|$string['viewlog'] = 'Consulte los registros de fusión.';|$string['viewlog'] = '查看合并日志';
tool_iomadmerge|wronglogid|The log you are asking for does not exist.|El registro que solicita no existe.|您请求的日志不存在。|$string['wronglogid'] = 'El registro que solicita no existe.';|$string['wronglogid'] = '您请求的日志不存在。';
tool_iomadpolicy|acceptanceacknowledgement|I acknowledge that I have received a request to give consent on behalf of the above user(s).|Reconozco haber recibido una solicitud para dar mi consentimiento en nombre del/de los usuario/s mencionado/s anteriormente.|我确认已收到代表上述用户给予同意的请求。|$string['acceptanceacknowledgement'] = 'Reconozco haber recibido una solicitud para dar mi consentimiento en nombre del/de los usuario/s mencionado/s anteriormente.';|$string['acceptanceacknowledgement'] = '我确认已收到代表上述用户给予同意的请求。';
